Habitat	motility	spore production	Genus name	species name	strain name
soil	__motile, but unspecified structure__	yes	Desulfitobacterium 	Desulfitobacterium aromaticivorans	UKTL
soil	__motile, but unspecified structure__	yes	Desulfitobacterium	aromaticivorans	UKTL
other	non-motile	no	Geobacter	toluenoxydans	TMJ1
soil	non-motile	no	Geobacter	Geobacter toluenoxydans	TMJ1
soil	non-motile	not indicated	Chitinophaga	niabensis	JS13-10T
soil	non-motile	not indicated	Chitinophaga	niastensis	JS16-4T
soil	__motile, but unspecified structure__	no	Planobacterium	taklimakanense	X-65T
hypersaline environment	flagella	no	Dethiosulfovibrio	salsuginis	USBA 82
other	non-motile	not indicated	Kaistia	terrae	5YN7-3
marine sediment	flagella	no	Idiomarina	maris	CF12-14
wastewater	non-motile	no	Paracoccus	huijuniae	FLN-7
seawater	flagella		Stappia	Stappia indica	B106
seawater	flagella	not indicated	Stappia	indica	B106
seawater	non-motile	not indicated	Altererythrobacter	marinus	H32T
soil	non-motile	no	Microvirga	guangxiensis	25BT
other	gliding	yes	Winogradskyella	echinorum	KMM6211T
hypersaline environment	non-motile	no	Tistlia	consotensis	USBA 355
other	__motile, but unspecified structure__	no	Tistlia	consotensis	USBA 355
soil	non-motile	no	Mucilaginibacter	ximonensis	XM-003T
seawater	non-motile	not indicated	Mameliella	alba	JLT354-W
other	flagella	no	Salinisphaera	hydrothermalis	EPR70T
other	flagella	yes	Paenibacillus	Paenibacillus hunanensis	FeL05
other	flagella	yes	Paenibacillus	hunanensis	FeL05
hypersaline environment	flagella	not indicated	Rhodovulum	steppense	A-20s
__freshwater (river, lake, pond)__	flagella	not indicated	Rhodovulum	tesquicola	A-36s
soil	flagella	not indicated	Rudaea	cellulosilytica	KIS3-4T
__freshwater (river, lake, pond)__	non-motile	no	Mucilaginibacter rigui	Mucilaginibacter rigui	WPCB133
__freshwater (river, lake, pond)__	non-motile	no	Mucilaginibacter	rigui	WPCB133
hotspring	non-motile	no	Thermus	islandicus	PRI 3838T
other	non-motile	no	Acidicapsa	ligni	WH120
other	non-motile	no	Sphingobium 	Sphingobium quisquiliarum	P25
soil	non-motile	no	Sphingobium	quisquiliarum	P25
soil	__motile, but unspecified structure__	yes	Gracilibacillus	saliphilus	YIM 91119T 
soil	gliding	no	Solitalea	koreensis	R2A36-4T
soil	gliding	no	Solitalea	koreensis	R2A36-4
other	flagella	no	Pseudomonas	cuatrocienegasensis	1NT
other	flagella	not indicated	Massilia	niastensis	5516S-1T
other	flagella	not indicated	Massilia	niabensis	5420S-26T
other	not indicated	yes	Streptomyces	atriruber	NRRL B-24165T
other	not indicated	yes	Streptomyces	silaceus	NRRL B-24166T
plant associated	not indicated	not indicated	Glycomyces	mayteni	YIM 61331T
other	__motile, but unspecified structure__	yes	Paenibacillus	glacialis	KFC91
food product	flagella	not indicated	Alishewanella	jeotgali	MS1T
food product	non-motile	not indicated	Carnobacterium	jeotgali	MS3T
other	flagella	yes	Thalassobacillus	hwangdonensis	AD-1
other	non-motile	no	Maribaculum	marinum	P38T
other	flagella		Halomonas	Halomonas xinjiangensis	TRM 0175
soil	flagella	not indicated	Halomonas	xinjiangensis	TRM 0175
soil	flagella	not indicated	Pseudorhodoferax	soli	TBEA3T
soil	flagella	not indicated	Desertibacter	roseus	2622T
soil	non-motile	no	Lysobacter	xinjiangensis	Lysobacter xinjiangensis
soil	non-motile	no	Lysobacter	xinjiangensis	RCML-52T
other	not indicated	no	Mycobacterium 	vulneris	NLA000700772T
soil	non-motile		Zhihengliuella	alba	YIM 90734T
other	__motile, but unspecified structure__	no	Mesorhizobium	robiniae	CCNWYC115
other	non-motile	no	Isoptericola 	Isoptericola jiangsuensis	CLG
other	non-motile	no	Isoptericola	jiangsuensis	CLG
soil	non-motile	not indicated	Flavihumibacter	petaseus	T41
soil	non-motile	not indicated	Flavihumibacter	petaseus	T41
other	__motile, but unspecified structure__	yes	Bacillus	Bacillus horneckiae	1P01SC
other	__motile, but unspecified structure__	yes	Bacillus	horneckiae	1P01SC
hypersaline environment	flagella	not indicated	Magnetospira	thiophila	MMS-1
human - skin	non-motile	no	Brevibacterium	massiliense	5401308T
other	non-motile	not indicated	Chryseobacterium	piscicola	VQ-6316sT
__freshwater sediment (river, lake, pond__	non-motile	yes	Verrucosispora	sediminis	MS426
marine sediment	non-motile	yes	Verrucosispora	sediminis	MS426
soil	__motile, but unspecified structure__	no	Castellaniella	ginsengisoli	DCY36T
other	flagella	yes	Alkalibacillus	Alkalibacillus flavidus	ISL-17
other	flagella	yes	Alkalibacillus	flavidus	ISL-17
hypersaline environment	flagella	no	Marinimicrobium	locisalis	ISL-43T
other	flagella	yes	Jeotgalibacillus	salarius	ASL-1
other	flagella	yes	Jeotgalibacillus	salarius	ASL-1
marine sediment	non-motile	not indicated	Psychroflexus	salinarum	ISL-14T
soil	non-motile		Niastella	Niastella populi	THYL-44
soil	non-motile	not indicated	Niastella	populi	THYL-44
soil	gliding	no	Parasegetibacter	luojiensis	RHYL-37T
other	non-motile	no	Sediminimonas	qiaohouensis	YIM B024T
other	non-motile	no	Fodinibacter	luteus	YIM C003T
hypersaline environment	flagella	not indicated	Salinarimonas	rosea	YIM YD3
other	flagella		Salinarimonas	Salinarimonas rosea	YIMYD3
other	__motile, but unspecified structure__		Halogranum	Halogranum rubrum	RO2-11
other	__motile, but unspecified structure__	not indicated	Halogranum	rubrum	 RO2-11
other	__motile, but unspecified structure__	not indicated	Halopelagius	inordinatus	RO5-2
other	non-motile		Haladaptatus	Haladaptatus litoreus	RO1-28
other	non-motile	not indicated	Haladaptatus	litoreus	ROI-28
other	__motile, but unspecified structure__	not indicated	Halogeometricum	rufum	 RO1-4
seawater	non-motile	no	Muricauda	olearia	CL-SS4T
other	non-motile		Staphylococcus 	Staphylococcus microti	4005-LJ(m)
__freshwater (river, lake, pond)__	__motile, but unspecified structure__	no	Delftia	lacustris	332T
other	flagella	no	Pseudomonas	pelagia	CL-AP6T
soil	non-motile	not indicated	Alishewanella	agri	BL06
other	flagella		Cobetia 	Cobetia crustatorum	JO1
other	flagella	not indicated	Cobetia	crustatorum	JO1
plant associated	__motile, but unspecified structure__	no	Methylobacterium	Gossipiicola	Gh-105
soil	__motile, but unspecified structure__		Leifsonia	Leifsonia soli	TG-S248
soil	__motile, but unspecified structure__	not indicated	Leifsonia	soli	TG-S248
other	__motile, but unspecified structure__	no	Microbacterium	azadirachtae	AI-S262
other	__motile, but unspecified structure__	no	Microbacterium	azadirachtae	Al-S262
plant associated	__motile, but unspecified structure__	no	Microbacterium	azadirachtae	AI-S262
plant associated	non-motile	yes	Pseudonocardia	acaciae	GMKU095T
__freshwater (river, lake, pond)__	not indicated	no	Flavobacterium	chungangense	CJ7T
plant associated	not indicated	yes	Streptomyces	sedi	YIM65188T
other	non-motile	yes	Bacillus	neizhouensis	JSM 071004T
marine sediment	non-motile	not indicated	Galbibacter	marinus	ck-I2-15
marine sediment	non-motile	not indicated	Citreicella	marina	CK-I3-6T 
other	__motile, but unspecified structure__	not indicated	Halosarcina	limi	RO1-6
other	__motile, but unspecified structure__	not indicated	Haloplanus	vescus	RO5-8
other	not indicated	not indicated	Haloplanus	vescus	RO5-8
plant associated	non-motile		Brachybacterium	saurashtrense	Brachybacterium saurashtrense
__freshwater (river, lake, pond)__	__motile, but unspecified structure__	yes	Paenibacillus	rigui	WPCB173T
__freshwater (river, lake, pond)__	__motile, but unspecified structure__	yes	Bacillus	rigui	WPCBO74
marine sediment	non-motile	no	Psychrobacter	aestuarii	SC35
other	non-motile	no	Psychrobacter	aestuarii	SC35
other	non-motile	no	Tersicoccus	phoenicis	1P05MA
human - mouth	non-motile	no	Propionibacterium	acidifaciens	C3M_31T
other	non-motile	no	Kosmotoga	olearia	TBF 19.5.1T
wastewater	non-motile	no	Corynebacterium	doosanense	CAU212T
built environment	non-motile	no	Chryseobacterium	angstadtii	KM
marine sediment	gliding		Arenibacter 	Arenibacter nanhaiticus	NH36A
marine sediment	gliding	not indicated	Arenibacter	nanhaiticus	NH36A
other	__motile, but unspecified structure__	no	Vibrio	porteresiae	MSSRF30
soil	flagella	yes	Cohnella	xylanilytica	MX15-2
soil	flagella	yes	Cohnella	terrae	MX21-2
soil	non-motile	not indicated	Pontibacter	Pontibacter xinjiangensis	311-10
other	flagella	no	Vibrio	atypicus	HHS02
built environment	flagella	no	Celerinatantimonas	yamalensis	C7
other	flagella	no	Shewanella	corallii	fav-2-10-05
other	not indicated	no	Mycobacterium	mantenii	04-1474T
other	not indicated	no	Mycobacterium	mantenii	04-1474T
__freshwater (river, lake, pond)__	__motile, but unspecified structure__	not indicated	Sphingobacterium	psychroaquaticum	MOL-1
other	non-motile	not indicated	Nonomuraea	antimicrobica	YIM61105T
plant associated	non-motile	yes	Actinomadura	flavalba	YIM 61435T
plant endophyte	not indicated	not indicated	Jiangella	alba	YIM61503T
human - skin	non-motile	no	Corynebacterium	freiburgense	1045T
other	__motile, but unspecified structure__		Methylobacterium	marchantiae	JT1T
soil	non-motile	no	Jeotgalicoccus	Jeotgalicoccus huakuii	NY-2
soil	non-motile	no	Jeotgalicoccus	huakuii	NY-2
estuarine water	flagella		Aliagarivorans	marinus	AAM1T 
estuarine water	flagella		Aliagarivorans	taiwanensis	AAT1T
__freshwater (river, lake, pond)__	flagella	yes	Sporolituus 	thermophilus	AeGT 
marine sediment	flagella	yes	Lysinibacillus	sinduriensis	BLB-1
other	flagella	yes	Amphibacillus	jilinensis	Y1
marine sediment	flagella	not indicated	Rheinheimera	nanhaiensis	E407-8T
__freshwater sediment (river, lake, pond__	non-motile	no	Ferruginibacter	alkalilentus	HU1-GD23T
__freshwater sediment (river, lake, pond__	__motile, but unspecified structure__	no	Sphingobium	vulgare	 HU1-GD12
other	non-motile	no	Hoyosella	altamirensis	OFN S31T
seawater	flagella		Parvibaculum	indicum	Parvibaculum indicum
seawater	flagella	not indicated	Parvibaculum	indicum	P31T
other	non-motile	no	Salinicoccus	carnicancri	Crm
food product	non-motile	no	Salinicoccus 	Salinicoccus carnicancri	Crm
food product	non-motile	yes	Lentibacillus	Lentibacillus jeotgali	 Grbi
other	non-motile	yes	Lentibacillus 	Lentibacillus jeotgali	Grbi
other	non-motile	yes	Lentibacillus	jeotgali	Grbi
other	flagella	yes	Gracilibacillus	Gracilibacillus thailandensis	TP2-8
other	flagella	yes	Gracilibacillus	thailandensis	TP2-8
other	non-motile	no	Corynebacterium	Corynebacterium pyruviciproducens	06-1773O
other	non-motile	no	Corynebacterium	pyruviciproducens	06-1773O
wastewater	non-motile	not indicated	Sphingomonas	hankookensis	ODN7T 
marine sediment	flagella	not indicated	Marinobacter	Antarcticus	ZS2-30
soil	non-motile	yes	Microbispora	siamensis	DMKUA 245T
wastewater	non-motile	no	Vagococcus	acidifermentans	AC-1T
plant associated	non-motile	yes	Plantactinospora	mayteni	YIM 61359T
plant associated	non-motile	no	Promicromonospora	xylanilytica	YIM 61515
plant associated	non-motile	no	Micrococcus	yunnanensis	YIM 65004T
plant associated	not indicated	yes	Herbidospora	osyris	YIM 65070T
plant associated	not indicated	yes	Kineospora	mesophilia	YIM 65293T
plant associated	non-motile	yes	Saccharopolyspora	tripterygii	YIM 65359T
__freshwater (river, lake, pond)__	__motile, but unspecified structure__	no	Marinococcus 	luteus	YIM91094T
__freshwater (river, lake, pond)__	__motile, but unspecified structure__	no	Marinococcus 	luteus	YIM91094T
other	__motile, but unspecified structure__	no	Aeromonas	sanarellii	A2-67
__freshwater (river, lake, pond)__	flagella	no	Aeromonas	Aeromonas fluvialis	717
__freshwater (river, lake, pond)__	flagella	no	Aeromonas	fluvialis	717
seawater	flagella	no	Henriciella	litoralis 	SD10T
marine sediment	flagella	not indicated	Marinobacterium	lutimaris	AN9
other	flagella	not indicated	Marinobacterium	lutimaris	AN9
seawater	__motile, but unspecified structure__	not indicated	Hwanghaeicola	aestuarii	Y26
soil		not indicated	Algoriphagus	olei	CC-Hsuan-617T 
marine sediment	__motile, but unspecified structure__	not indicated	Leisingera	nanhaiensis	NH52F
marine sediment	__motile, but unspecified structure__		Leisingera 	Leisingera nanhaiensis	NH52F
soil		yes	Micromonospora	rhizosphaerae	Micromonospora rhizosphaerae
soil	not indicated	yes	Micromonospora	rhizosphaerae	211018
soil	not indicated	yes	Micromonospora	rhizosphaerae	211018T
soil	non-motile	yes	Microbispora	hainanensis	211020
__freshwater sediment (river, lake, pond__	non-motile	no	Ferruginibacter	lapsinanis	HU1-HG42T
marine sediment	flagella	not indicated	Salinihabitans	flavidus	ISL-46T
marine sediment	flagella	not indicated	Planomicrobium	flavidum	ISL-41T
other	not indicated	not indicated	Shimwellia	pseudoproteus	521
__freshwater (river, lake, pond)__	flagella	not indicated	Herbaspirillum	aquaticum	IEH 4430
soil	not indicated	yes	Nonomuraea	monospora	 PT708
other	__motile, but unspecified structure__	not indicated	Endozoicomonas	montiporae	CL-33
__freshwater (river, lake, pond)__	flagella	not indicated	Deefgea	chitinilytica	Nsw-4
other	flagella	not indicated	Deefgea 	chitinilytica	Nsw-4
marine sediment	gliding	not indicated	Formosa	spongicola	A2T
marine sediment	not indicated	not indicated	Aquimarina	spongiae	A6T
other	non-motile	not indicated	Spongiibacterium	flavum	A11
other	flagella	yes	Virgibacillus	Virgibacillus byunsanensis	ISL-24
marine sediment	flagella	no	Salimicrobium	flavidum	ISL-25T
other	non-motile	no	Fodinicurvata	sediminis	YIM D82T
other	non-motile	not indicated	Fodinicurvata	fenggangensis	YIM D812T
other	non-motile	not indicated	Fodinicurvata	fenggangensis	YIM D812T
marine sediment	gliding		Meridianimaribacter 	Meridianimaribacter flavus	NH57N
other	non-motile	no	Vagococcus	penaei	CD276
other	non-motile	no	Sphingobium	Sphingobium faniae	JZ-2
marine sediment	non-motile	not indicated	Pseudoruegeria	lutimaris	HD-43
other	not indicated	no	Corynebacterium	Corynebacterium mustelae	3105
other	not indicated	no	Corynebacterium	mustelae	3105
soil	non-motile	yes	Saccharothrix	saharensis	SA152
wastewater	non-motile	no	Gemmobacter	caeni	DCA-1
other	non-motile	no	Staphylococcus	devriesei	KS-SP-60
marine sediment	non-motile	no	Marinifilum	fragile	JC2469T
marine sediment	flagella	no	Roseovarius	nanhaiticus	NH52J
marine sediment	__motile, but unspecified structure__	no	Roseovarius	nanhaiticus	NH52J
other	gliding	not indicated	Leeuwenhoekiella	palythoae	KMM 6264T
hypersaline environment		no	Aidingimonas	halophila	YIM 90637T
soil	non-motile	yes	Nonomuraea	jiangxiensis	FXJ1.102
hotspring	non-motile	yes	Laceyella	sediminis	RHA1
wastewater	non-motile	no	Nocardioides	caeni	MN8T
wastewater	non-motile	no	Terrabacter	terrigena	ON10T
other	non-motile	no	Corynebacterium	maris	 Coryn-1T 
soil	non-motile	not indicated	Nocardioides	terrae	VA15T
soil	not indicated	not indicated	Micrococcus	terreus	V3M1
soil	not indicated	not indicated	Agrococcus	terreus	DNG5
other	__motile, but unspecified structure__	not indicated	Pseudomonas	taeanensis	MS-3
other	not indicated	not indicated	Wandonia	haliotis	Haldis-1
seawater	gliding		Wandonia	Wandonia haliotis	Haldis-1
soil	__motile, but unspecified structure__	no	Novosphingobium	soli	Novosphingobium soli
soil	__motile, but unspecified structure__	no	Novosphingobium	soli	CC-TPE-1T
soil	non-motile	yes	Planotetraspora	phitsanulokensis	A-T 1383
soil	non-motile	yes	Planotetraspora	kaengkrachanensis	A-T 0875
soil	non-motile	yes	Laceyella	tengchongensis	YIM 10002
other	flagella	no	Halomonas	zhanjiangensis	JSM 078169T
food product	non-motile	not indicated	Haloarcula	tradensis	HST03
food product	non-motile	not indicated	Haloarcula	salaria	HST01-2R
hotspring	__motile, but unspecified structure__	yes	Thermolongibacillus	Thermolongibacillus altinsuensis	E265
soil	__motile, but unspecified structure__	yes	Anoxybacillus	Anoxybacillus calidus	C161ab
seawater	non-motile	no	Salinicoccus	qingdaonensis	ZXM223
seawater	non-motile	not indicated	Huaishuia	halophila	ZXM137
seawater	non-motile	no	Lentibacter	algarum	ZXM100
hotspring	__motile, but unspecified structure__	yes	Anoxybacillus	tengchongensis	Anoxybacillus tengchongensis
hotspring	__motile, but unspecified structure__	yes	Anoxybacillus	tengchongensis	T-11
hotspring	__motile, but unspecified structure__	yes	Anoxybacillus	tengchongensis	T-11T
soil	non-motile	no	Deinococcus	xibeiensis	R13
other	non-motile	no	Sphingosinicella	Sphingosinicella vermicomposti	YC7378
other	not indicated	no	Sphingosinicella	vermicomposti	YC7378
hypersaline environment	non-motile	not indicated	Prauserella	salsuginis	YIM 90625T
hypersaline environment	non-motile	not indicated	Prauserella	aidingensis	YIM 90636T
marine sediment	non-motile	not indicated	Prauserella	marina	MS498
other	non-motile	yes	Prauserella	Prauserella marina	MS498
bioreactor	non-motile	no	Dokdonella	immobilis	LM2-5
other	flagella	yes	Halobacillus	salsuginis	JSM 078133T
plant associated	non-motile	not indicated	Niabella	yanshanensis	CCBAU 05354T
other	flagella		Oceanibaculum 	Oceanibaculum pacificum	LMC2up-L3
other	flagella	not indicated	Oceanibaculum	pacificum	LMC2up-L3
other	not indicated	no	Wickerhamiella	slavikovae	IMUFRJ 52096
seawater	not indicated	not indicated	Gangjinia	marincola	GJ16T
other	non-motile		Basfia	Basfia succiniproducens	JF4016
other	non-motile	not indicated	Basfia	succiniciproducens	JF4016
soil	not indicated	yes	Streptomyces	shaanxiensis	CCNWHQ 0031
marine sediment	not indicated	not indicated	Gaetbulicola	byunsanensis	SMK-114
other	non-motile		Gaetbulicola 	Gaetbulicola byunsanensis	SMK-114
soil	not indicated	yes	Streptomyces	iranensis	HM 35
hotspring	__motile, but unspecified structure__	yes	Anoxybacillus	vitaminiphilus	3nP4
other	__motile, but unspecified structure__	yes	Lysinibacillus	Lysinibacillus xylanilyticus	XDB9
other	__motile, but unspecified structure__	yes	Lysinibacillus	xylanilyticus	XDB9
__freshwater (river, lake, pond)__	flagella	yes	Fervidicella	metallireducens	AeB
other	__motile, but unspecified structure__	yes	Fervidicella 	Fervidicella metallireducens	AeB
hypersaline environment	non-motile		Thiohalobacter 	Thiohalobacter thiocyanaticus	HRh1
hypersaline environment	non-motile	not indicated	Thiohalobacter	thiocyanaticus	HRh1
soil	non-motile	not indicated	Intrasporangium	chromatireducens	Q5-1
hotspring	flagella	no	Desulfosoma	caldarium	USBA-053T
marine sediment	__motile, but unspecified structure__	yes	Bacillus	chungangensis	CAU 348
